
Symbol,Last,Net Chng,Bid,Ask
.COP221202P116,.46,0,.49,.60
.COP221202P117,.59,0,.55,.71
.COP221202P118,.96,0,.67,.81
.COP221202P119,.99,+.11,.79,.94
.COP221202P120,1.08,+.10,.93,1.10
.COP221202P121,1.05,+.10,1.10,1.26
.COP221202P122,1.57,+.42,1.30,1.46
.COP221202P123,1.73,+.34,1.48,1.72
.COP221202P124,1.82,+.74,1.77,1.96
.COP221202P125,2.41,+.32,2.06,2.26
.COP221202P126,2.52,-.19,2.33,2.60
.COP221202P127,3.04,+.45,2.75,2.95
.COP221202P128,3.50,+.71,3.15,3.40
.COP221202P129,3.75,+.58,3.60,3.90
.COP221202P130,4.25,+.63,4.10,4.40
.COP221202P131,5.02,+.95,4.65,5.00
.COP221202P132,4.60,0,5.25,5.60
.COP221202P133,5.25,0,5.90,6.25
.COP221202P134,6.81,+.93,6.60,7.05
.COP221202P135,8.60,0,7.30,7.80
.COP221202P136,5.65,0,8.10,8.55
.COP221202P137,7.20,0,8.85,9.30
.COP221202P138,8.35,0,9.70,10.20
.COP221202P139,8.14,0,10.60,11.00
.COP221202P141,11.00,0,12.40,12.90
.COP221209P95,.12,0,.07,.18
.COP221209P100,.23,0,.13,.24
.COP221209P105,.30,0,.24,.34
.COP221209P110,.56,-.09,.44,.55
.COP221209P115,1.06,-.02,.84,1.04
.COP221209P116,.70,0,.96,1.15
.COP221209P117,1.31,-.05,1.10,1.30
.COP221209P118,1.46,+.28,1.24,1.45
.COP221209P119,1.13,0,1.38,1.64
.COP221209P120,1.86,-.28,1.57,1.84
.COP221209P121,2.10,-.31,1.79,2.06
.COP221209P122,2.23,-.44,2.03,2.32
.COP221209P123,3.20,+.18,2.35,2.59
.COP221209P124,2.93,+.43,2.60,2.89
.COP221209P125,3.85,0,2.97,3.20
.COP221209P126,4.10,-.05,3.30,3.60
.COP221209P127,4.48,0,3.70,4.00
.COP221209P128,4.35,+.45,4.10,4.40
.COP221209P129,5.00,-2.95,4.55,4.90
.COP221209P130,5.35,-.80,5.05,5.40
.COP221209P131,5.95,+.27,5.60,5.95
.COP221209P132,6.75,+2.75,6.15,6.50
.COP221209P133,7.80,0,6.75,7.15
.COP221209P134,7.92,+3.11,7.40,7.80
.COP221209P135,8.57,+2.11,8.10,8.60
.COP221209P136,6.85,0,8.80,9.20
.COP221209P137,7.75,0,9.55,9.95
.COP221209P138,8.05,0,10.30,10.80
.COP221209P165,30.10,0,36.25,36.65
.COP221209P170,39.31,0,41.25,41.65
.COP221125P60,.01,0,0,.01
.COP221125P70,.04,0,0,.02
.COP221125P85,.56,0,0,.08
.COP221125P90,.19,0,0,.09
.COP221125P95,.05,0,0,.09
.COP221125P100,.07,0,0,.10
.COP221125P105,.03,-.05,.01,.06
.COP221125P106,.06,0,.01,.11
.COP221125P107,.50,0,.01,.11
.COP221125P108,.18,0,.01,.12
.COP221125P110,.08,0,.03,.13
.COP221125P111,.10,-.02,.03,.13
.COP221125P112,.10,-.41,.04,.14
.COP221125P113,.18,0,.05,.15
.COP221125P114,.14,-.16,.05,.16
.COP221125P115,.10,-.11,.09,.15
.COP221125P116,.15,-.02,.11,.19
.COP221125P117,.20,-.01,.13,.16
.COP221125P118,.22,-.75,.16,.23
.COP221125P119,.24,-.15,.20,.28
.COP221125P120,.27,-.09,.26,.36
.COP221125P121,.37,-.35,.33,.43
.COP221125P122,.54,+.04,.43,.56
.COP221125P123,.54,-.14,.55,.68
.COP221125P124,.66,-.40,.72,.87
.COP221125P125,1.09,+.20,.93,1.10
.COP221125P126,1.27,+.25,1.18,1.35
.COP221125P127,1.40,-.19,1.50,1.64
.COP221125P128,2.15,+.72,1.90,2.10
.COP221125P129,2.48,+.08,2.33,2.56
.COP221125P130,3.01,+.74,2.86,3.10
.COP221125P131,4.00,+.80,3.45,3.75
.COP221125P132,4.55,+.58,4.15,4.40
.COP221125P133,5.06,+1.21,4.85,5.20
.COP221125P134,6.23,+1.26,5.65,6.00
.COP221125P135,6.56,+.46,6.50,6.85
.COP221125P136,6.19,0,7.40,7.85
.COP221125P137,7.75,0,8.30,8.80
.COP221125P138,7.93,0,9.25,9.70
.COP221125P139,9.55,0,10.25,10.70
.COP221125P140,11.30,0,11.25,11.65
.COP221125P141,14.15,0,12.25,12.65
.COP221125P142,13.45,0,13.25,13.65
.COP221125P143,12.70,0,14.25,14.65
.COP221125P144,10.78,0,15.25,15.65
.COP221125P148,20.50,+.60,19.25,19.65
.COP221125P150,21.72,-.08,21.25,21.65
.COP221125P160,33.00,+7.10,31.25,31.65
.COP221118P45,.05,0,0,.05
.COP221118P50,.01,0,0,.01
.COP221118P55,.01,0,0,.04
.COP221118P60,.01,0,0,.05
.COP221118P65,.09,0,0,.05
.COP221118P70,.03,+.02,0,.04
.COP221118P72.5,.20,0,0,.05
.COP221118P75,.02,0,0,.03
.COP221118P77.5,.02,0,0,.05
.COP221118P80,.01,0,0,.05
.COP221118P82.5,.03,0,0,.05
.COP221118P85,.01,0,0,.05
.COP221118P87.5,.01,0,0,.04
.COP221118P90,.01,0,0,.02
.COP221118P92.5,.02,0,0,.01
.COP221118P95,.01,0,0,.05
.COP221118P97.5,.03,0,0,.05
.COP221118P100,.03,0,0,.04
.COP221118P105,.02,0,0,.05
.COP221118P110,.02,-.02,0,.03
.COP221118P111,.46,0,0,.05
.COP221118P112,.04,0,0,.05
.COP221118P113,.05,0,0,.05
.COP221118P114,.03,0,0,.05
.COP221118P115,.05,+.01,0,.01
.COP221118P116,.12,0,0,.05
.COP221118P117,.05,0,0,.05
.COP221118P118,.01,-.06,0,.04
.COP221118P119,.05,0,0,.05
.COP221118P120,.01,-.01,0,.05
.COP221118P121,.02,-.09,0,.05
.COP221118P122,.03,-.09,0,.05
.COP221118P123,.01,-.29,0,.01
.COP221118P124,.02,-.05,0,.05
.COP221118P125,.01,-.12,0,.05
.COP221118P126,.02,-.17,0,.05
.COP221118P127,.07,-.25,.01,.05
.COP221118P128,.06,-.34,0,.06
.COP221118P129,.78,+.29,.28,.61
.COP221118P130,1.68,+.86,1.25,1.60
.COP221118P131,2.09,+.91,2.25,2.60
.COP221118P132,3.25,+1.26,3.25,3.60
.COP221118P133,4.80,+2.47,4.25,4.60
.COP221118P134,4.90,-.43,5.25,5.60
.COP221118P135,6.29,+.99,6.25,6.60
.COP221118P136,7.10,+2.84,7.25,7.60
.COP221118P137,5.00,0,8.25,8.60
.COP221118P138,9.89,+.79,9.25,9.60
.COP221118P139,11.70,+.90,10.25,10.60
.COP221118P140,12.25,0,11.25,11.60
.COP221118P141,8.65,0,12.25,12.60
.COP221118P142,11.60,0,13.25,13.60
.COP221118P143,15.10,+5.85,14.25,14.60
.COP221118P145,16.90,+2.14,16.25,16.60
.COP221118P146,13.20,0,17.25,17.60
.COP221118P148,17.95,0,19.25,19.60
.COP221118P149,20.90,0,20.25,20.60
.COP221118P150,21.90,0,21.25,21.60
.COP221118P152.5,24.40,0,23.75,24.10
.COP221118P155,22.70,0,26.25,26.60
.COP221118P160,42.08,0,31.25,31.60
.COP221118P165,30.85,0,36.25,36.65
.COP221118P170,49.00,0,41.25,41.65
.COP221118P175,55.00,0,46.25,46.65
.COP221118P180,60.70,0,51.20,51.65
.COP1230120P40,0,0,0,4.70
.CNX250117P10,1.50,0,1.00,1.80
.CNX250117P13,2.25,0,.95,2.85
.CNX240119P10,.85,0,.45,.85
.CNX240119P13,1.70,0,1.05,1.65
.CNX240119P15,3.10,0,1.85,2.15
.CNX240119P17,3.00,0,2.70,3.00
.CNX230616P3,.20,0,0,.50
.CNX230616P10,.53,0,.20,.45
.CNX230616P13,0,0,.55,.90
.CNX230616P15,1.65,0,1.05,1.45
.CNX230616P17,2.95,0,1.80,2.25
.CNX230616P20,4.40,0,3.40,3.90
.CNX230616P22,5.80,0,4.70,5.20
.CNX230616P25,8.20,0,7.10,7.70
.CNX230421P10,.45,0,0,.40
.CNX230421P11,.55,0,.15,.50
.CNX230421P12,.60,0,.25,.60
.CNX230421P13,.98,0,.40,.75
.CNX230421P14,.74,0,.55,.90
.CNX230421P15,1.25,0,.80,1.15
.CNX230421P16,1.35,0,1.10,1.45
.CNX230421P17,1.72,0,1.45,1.85
.CNX230421P18,2.50,0,1.90,2.35
.CNX230421P19,3.40,0,2.45,2.85
.CNX230421P21,5.00,0,3.70,4.10
.CNX230421P22,4.80,0,4.40,4.90
.CNX230421P23,6.40,0,5.20,5.70
.CNX230421P25,8.10,0,6.90,7.60
.CNX230120P8,.05,0,0,.05
.CNX230120P10,.05,0,0,.15
.CNX230120P12,.10,-.15,.05,.20
.CNX230120P13,.34,0,.10,.30
.CNX230120P14,1.00,0,.15,.60
.CNX230120P15,.35,-.04,.30,.45
.CNX230120P16,.50,0,.50,.70
.CNX230120P17,.86,0,.75,1.00
.CNX230120P18,0,0,1.15,1.40
.CNX230120P19,2.12,0,1.75,1.95
.CNX230120P20,3.60,0,2.40,2.65
.CNX230120P21,5.70,0,3.00,3.50
.CNX230120P22,4.80,0,3.90,4.40
.CNX230120P24,5.80,0,5.70,6.20
.CNX230120P25,6.50,0,6.70,7.30
.CNX221216P12,.15,0,0,.15
.CNX221216P13,.25,0,0,.45
.CNX221216P14,.25,0,0,.15
.CNX221216P15,.15,0,.10,.15
.CNX221216P16,.25,0,.20,.30
.CNX221216P17,.51,-.04,.40,.55
.CNX221216P18,.93,-.02,.80,.95
.CNX221216P19,1.41,0,1.40,1.55
.CNX221216P20,2.80,0,1.95,2.35
.CNX221118P12,.25,0,0,.40
.CNX221118P13,.05,0,0,.25
.CNX221118P14,.15,0,0,.40
.CNX221118P15,.05,0,0,.05
.CNX221118P16,.13,0,0,.25
.CNX221118P17,.10,0,0,.05
.CNX221118P18,.23,+.03,0,.10
.CNX221118P19,.90,0,.95,1.20
.CNQ250117P25,1.80,0,.65,2.55
.CNQ250117P30,2.55,0,1.40,3.30
.CNQ250117P35,3.89,0,3.00,4.40
.CNQ250117P45,7.75,0,5.30,7.80
.CNQ250117P55,13.40,0,9.40,12.40
.CNQ250117P60,16.40,0,11.50,15.40
.CNQ250117P75,21.70,0,20.30,24.20
.CNQ240119P25,1.40,0,.20,2.20
.CNQ240119P30,1.30,0,1.05,1.40
.CNQ240119P35,2.00,-.20,1.80,2.10
.CNQ240119P40,2.67,0,2.80,3.10
.CNQ240119P45,4.00,0,3.90,4.30
.CNQ240119P50,5.50,0,5.50,5.80
.CNQ240119P55,8.10,0,7.40,7.90
.CNQ240119P60,13.50,0,9.60,10.40
.CNQ240119P65,16.55,0,12.40,13.10
.CNQ240119P70,19.10,0,15.40,16.50
.CNQ240119P75,24.20,0,19.10,19.80
.CNQ240119P85,30.30,0,26.10,28.20
.CNQ230616P35,1.20,0,.70,1.00
.CNQ230616P40,1.41,+.11,1.25,1.60
.CNQ230616P45,2.25,0,2.05,2.40
.CNQ230616P50,3.60,+.45,3.20,3.50
.CNQ230616P55,5.00,0,4.80,5.50
.CNQ230616P60,6.61,0,7.10,7.50
.CNQ230616P65,10.30,0,9.90,10.40
.CNQ230616P80,21.00,0,21.30,21.90
.CNQ230616P85,25.80,0,25.70,26.30
.CNQ230317P30,.25,0,.15,.35
.CNQ230317P35,.42,0,.05,.55
.CNQ230317P40,.75,0,.60,.70
.CNQ230317P45,1.22,-.25,1.00,1.30
.CNQ230317P50,2.12,+.12,1.85,2.15
.CNQ230317P55,3.60,+.50,3.30,3.60
.CNQ230317P60,5.20,0,5.40,5.70
.CNQ230317P65,8.90,0,8.10,8.60
.CNQ230317P70,18.00,0,11.80,12.30
.CNQ230317P75,21.10,0,15.90,16.70
.CNQ230317P80,21.12,0,20.50,21.20
.CNQ230317P85,24.70,0,25.30,26.20
.CNQ230120P25,.16,0,0,.20
.CNQ230120P30,.15,0,0,.25
.CNQ230120P35,.31,0,0,.25
.CNQ230120P40,.23,0,.05,.40
.CNQ230120P45,.52,+.07,.40,.50
.CNQ230120P50,1.10,+.12,.85,1.00
.CNQ230120P55,2.30,+.35,1.90,2.05
.CNQ230120P60,4.20,+.30,3.80,4.00
.CNQ230120P65,5.70,0,6.90,7.20
.CNQ230120P70,9.40,0,11.00,11.40
.CNQ230120P75,15.20,0,15.60,16.10
.CNQ230120P80,19.90,0,20.50,21.00
.CNQ230120P85,24.70,0,25.20,27.10
.CNQ221216P30,.14,0,0,.15
.CNQ221216P35,.35,0,0,.15
.CNQ221216P40,.05,0,.05,.15
.CNQ221216P45,.15,-.02,.10,.20
.CNQ221216P50,.42,-.01,.30,.45
.CNQ221216P55,1.00,-.08,1.00,1.10
.CNQ221216P60,2.86,-.13,2.80,3.00
.CNQ221216P65,6.77,+.27,6.20,6.50
.CNQ221216P70,9.10,0,10.70,11.20
.CNQ221216P75,13.50,0,15.50,16.00
.CNQ221216P80,19.20,0,20.50,21.00
.CNQ221118P35,.05,0,0,.15
.CNQ221118P40,.01,0,0,.10
.CNQ221118P45,.01,-.03,0,.10
.CNQ221118P50,.02,0,0,.05
.CNQ221118P55,.07,+.01,0,.05
.CNQ221118P60,.34,-.26,.20,.40
.CNQ221118P65,5.91,+.36,5.10,5.50
.CNQ221118P70,11.05,0,10.00,10.50
.CNQ1240119P20,.60,0,0,5.00
.CNQ1240119P25,1.70,0,.25,1.10
.CNQ1240119P28,1.40,0,0,2.95
.CNQ1240119P30,1.80,0,0,3.40
.CNQ1240119P32,1.55,0,0,3.70
.CNQ1240119P40,3.00,0,.50,5.40
.CNQ1240119P42,3.90,0,1.00,5.50
.CNQ1240119P45,7.70,0,1.60,6.50
.CNQ1240119P50,11.00,0,3.10,8.00
.CNQ1240119P60,10.00,0,8.70,10.80
.CNQ1240119P80,22.00,0,20.90,24.70
.CNQ1230317P30,.15,0,0,3.60
.CNQ1230317P35,.40,0,0,3.80
.CNQ1230317P39,1.35,0,0,1.35
.CNQ1230317P42,1.50,0,0,1.75
.CNQ1230120P20,.10,0,0,.75
.CNQ1230120P25,.30,0,0,.75
.CNQ1230120P27,.05,0,0,2.90
.CNQ1230120P30,.10,0,0,.70
.CNQ1230120P35,.15,0,0,2.75
.CNQ1230120P40,.27,-1.08,0,.45
.CNQ1230120P45,.45,0,0,.50
.CNQ1230120P50,.90,0,.45,1.90
.CNQ1230120P55,8.00,0,.25,3.00
.CNQ1230120P60,3.60,+.61,3.20,4.00
.CNQ1230120P65,6.09,0,5.60,8.80
.CNQ1230120P75,19.80,0,13.60,17.50
.CNQ1230120P95,47.70,0,33.50,37.00
.CNQ1221216P30,.50,0,0,.75
.CNQ1221216P35,.05,0,0,.70
.CNQ1221216P40,.10,0,0,.25
.CNQ1221216P45,.60,0,0,.25
.CNQ1221216P50,.30,0,.05,.45
.CNQ1221216P55,1.50,0,.55,1.15
.CNQ1221216P60,2.76,0,2.20,4.80
.CNQ1221216P65,18.23,0,5.20,6.50
.CNQ1221216P70,21.00,0,9.50,10.50
.CNQ1221216P75,27.60,0,14.40,15.20
.CNQ1221216P80,27.20,0,19.40,20.20
.CLR250117P35,.83,0,0,.20
.CLR250117P65,.10,0,.05,4.30
.CLR250117P70,.20,+.15,.20,.25
.CLR250117P75,1.05,0,.70,1.05
.CLR240119P20,.05,0,0,.45
.CLR240119P22.5,.15,0,0,.25
.CLR240119P25,.05,0,0,.10
.CLR240119P30,.05,0,0,.45
.CLR240119P35,.05,0,0,.25
.CLR240119P40,.15,0,0,.25
.CLR240119P45,.05,-.05,0,.05
.CLR240119P50,.05,0,0,.20
.CLR240119P55,.35,0,0,.30
.CLR240119P60,.25,0,0,.30
.CLR240119P65,.85,0,0,.85
.CLR240119P70,.25,0,.05,.20
.CLR240119P75,1.10,0,.50,1.20
.CLR240119P80,4.96,0,3.50,8.50
.CLR230616P70,.40,0,0,.20
.CLR230317P35,.30,0,0,.20
.CLR230317P40,.05,0,0,.05
.CLR230317P45,.25,0,.05,.10
.CLR230317P50,.10,0,.05,2.15
.CLR230317P55,1.15,0,0,1.15
.CLR230317P60,.20,0,0,2.15
.CLR230317P65,3.80,0,0,2.15
.CLR230317P70,.15,+.05,0,.15
.CLR230317P75,1.00,0,0,3.60
.CLR230317P80,13.00,0,4.50,8.50
.CLR230317P85,17.10,0,9.50,13.50
.CLR230120P7.5,.05,0,0,.20
.CLR230120P12.5,.05,0,0,2.30
.CLR230120P15,.05,0,0,.10
.CLR230120P17.5,.10,0,0,.30
.CLR230120P20,.10,0,0,.25
.CLR230120P22.5,.15,0,0,.45
.CLR230120P25,.15,0,0,.45
.CLR230120P30,.15,0,0,.45
.CLR230120P35,.05,0,0,.05
.CLR230120P40,.10,0,0,.15
.CLR230120P45,1.00,0,0,.20
.CLR230120P50,.05,0,0,1.20
.CLR230120P55,.05,0,0,1.00
.CLR230120P60,.05,0,0,.15
.CLR230120P65,.09,0,0,.25
.CLR230120P70,.10,-.05,.05,.10
.CLR230120P75,.90,0,0,5.00
.CLR230120P95,27.10,0,19.50,23.50
.CLR221230P75,1.15,0,0,5.00
.CLR221223P75,1.60,0,0,3.60
.CLR221216P30,.34,0,0,.05
.CLR221216P40,.10,0,0,.25
.CLR221216P45,.05,0,0,1.45
.CLR221216P50,.05,0,0,1.00
.CLR221216P55,.05,0,0,1.30
.CLR221216P60,.05,0,0,2.15
.CLR221216P65,.05,0,0,.20
.CLR221216P70,.05,0,.05,.10
.CLR221216P75,6.00,0,0,5.00
.CLR221216P80,6.99,0,4.30,8.50
.CLR221202P70,.20,0,0,.20
.CLR221202P75,1.60,0,0,5.00
.CLR221209P72,.40,0,0,.40
.CLR221125P65,2.00,0,0,1.80
.CLR221125P71,1.08,0,0,2.90
.CLR221125P72,.70,0,0,2.65
.CLR221125P73,.25,0,0,.45
.CLR221125P74,.50,0,0,2.25
.CLR221125P75,2.20,0,.25,3.30
.CLR221118P45,.40,0,0,2.15
.CLR221118P55,.05,0,0,2.15
.CLR221118P60,1.05,0,0,1.00
.CLR221118P65,.05,0,0,.10
.CLR221118P70,.15,0,0,.25
.CLR221118P74,.05,0,0,2.15
.CLR221118P75,.80,0,.15,.90
.CLNE250117P3,.46,0,.23,.80
.CLNE250117P4,.80,0,.48,1.23
.CLNE250117P5,1.22,0,.46,1.78
.CLNE250117P7,2.36,0,1.21,2.97
.CLNE250117P10,4.45,0,3.55,4.80
.CLNE240119P3,.24,0,.21,.30
.CLNE240119P4,.49,0,.50,.57
.CLNE240119P5,.80,0,.86,.94
.CLNE240119P7,1.77,0,1.71,2.04
.CLNE240119P10,3.75,0,3.95,4.10
.CLNE240119P12,5.08,0,5.45,5.90
.CLNE240119P15,8.30,0,8.30,8.75
.CLNE230616P3,.17,0,.09,.17
.CLNE230616P5,.44,0,.42,.65
.CLNE230616P6,.81,0,.84,1.05
.CLNE230616P7,1.20,0,1.45,1.57
.CLNE230616P8,1.99,0,1.90,2.20
.CLNE230616P10,2.92,0,3.60,3.75
.CLNE230317P2,.07,0,0,.18
.CLNE230317P3,.03,0,.02,.12
.CLNE230317P4,.09,0,.12,.19
.CLNE230317P5,.37,+.12,.34,.41
.CLNE230317P6,.66,0,.69,.77
.CLNE230317P7,1.10,0,1.20,1.29
.CLNE230317P8,1.38,0,1.85,1.93
.CLNE230317P9,2.50,0,2.55,2.75
.CLNE230317P10,3.95,0,3.50,3.65
.CLNE230317P11,5.05,0,4.40,4.65
.CLNE230120P3,.02,0,0,.03
.CLNE230120P4,.07,0,.01,.15
.CLNE230120P5,.18,0,.17,.20
.CLNE230120P6,.47,+.05,.45,.49
.CLNE230120P7,.97,+.11,.93,.98
.CLNE230120P8,1.65,+.44,1.64,1.72
.CLNE230120P9,2.29,0,2.48,2.61
.CLNE230120P10,2.80,0,3.45,3.55
.CLNE230120P11,6.10,0,4.40,4.55
.CLNE230120P12,4.10,0,5.40,5.60
.CLNE230120P15,7.00,0,8.30,8.60
.CLNE230120P35,28.33,0,27.70,28.80
.CLNE221216P2,.06,0,0,.75
.CLNE221216P3,.02,0,0,.04
.CLNE221216P4,.02,+.01,0,.04
.CLNE221216P5,.06,0,.06,.07
.CLNE221216P6,.26,+.05,.25,.26
.CLNE221216P7,.72,+.11,.73,.77
.CLNE221216P8,1.38,0,1.51,1.59
.CLNE221216P9,2.22,-.07,2.45,2.54
.CLNE221216P10,2.78,0,3.30,3.55
.CLNE221216P11,3.90,0,4.30,4.55
.CLNE221216P12,4.50,0,5.35,5.50
.CLNE221216P13,5.85,0,6.30,6.65
.CLNE221216P15,7.14,0,8.30,8.60
.CLNE221118P3,.06,0,0,.41
.CLNE221118P4,.02,0,0,.01
.CLNE221118P5,.01,0,0,.01
.CLNE221118P6,.01,0,0,.01
.CLNE221118P7,.47,+.22,.41,.51
.CLNE221118P8,1.55,+.22,1.41,1.51
.CLNE221118P9,2.33,+.58,2.38,2.53
.CLNE221118P10,2.09,0,3.40,3.50
.CLNE221118P11,3.50,0,4.30,4.55
.CLNE221118P13,5.85,0,6.40,6.55
.CLMT250117P3,.10,0,.05,.35
.CLMT250117P5,.95,0,0,5.00
.CLMT240119P3,.18,0,0,.50
.CLMT240119P5,.42,0,0,.75
.CLMT240119P7,.74,0,.50,.85
.CLMT240119P10,1.35,-.18,1.20,1.65
.CLMT240119P12,1.91,0,1.85,2.35
.CLMT240119P15,3.26,0,3.20,3.70
.CLMT240119P17,4.20,-.30,4.30,4.80
.CLMT240119P20,6.10,0,6.00,6.60
.CLMT240119P22,7.40,0,7.40,7.90
.CLMT240119P25,9.60,0,9.60,10.10
.CLMT240119P30,14.00,+.20,13.70,14.20
.CLMT240119P35,18.68,0,18.20,18.70
.CLMT230519P3,.05,0,0,.50
.CLMT230519P5,.38,0,0,.75
.CLMT230519P6,.15,0,0,.45
.CLMT230519P9,1.05,0,.30,.70
.CLMT230519P10,.65,0,.55,.80
.CLMT230519P11,.90,0,.70,1.10
.CLMT230519P12,1.09,0,1.00,1.30
.CLMT230519P13,1.25,0,1.25,1.70
.CLMT230519P14,1.67,0,1.65,2.00
.CLMT230519P15,2.06,0,2.00,2.45
.CLMT230519P16,4.60,0,2.45,2.95
.CLMT230519P17,2.65,0,2.95,3.30
.CLMT230519P18,3.60,+.40,3.60,3.70
.CLMT230519P20,4.00,0,4.70,5.30
.CLMT230519P21,5.40,0,5.40,5.90
.CLMT230519P22,5.10,0,6.30,6.60
.CLMT230519P23,6.10,0,7.00,7.60
.CLMT230519P24,8.10,+.20,7.80,8.10
.CLMT230519P25,8.00,0,8.60,9.00
.CLMT230519P30,12.40,0,13.10,13.50
.CLMT230217P3,.10,0,0,.10
.CLMT230217P5,.10,0,0,.90
.CLMT230217P6,.15,0,0,.15
.CLMT230217P7,.40,0,.10,.30
.CLMT230217P8,.40,0,0,.40
.CLMT230217P9,0,0,0,.35
.CLMT230217P10,.30,0,.15,.30
.CLMT230217P12,1.20,0,.40,.60
.CLMT230217P13,1.25,0,.60,.75
.CLMT230217P14,.83,0,.80,1.05
.CLMT230217P15,1.20,0,1.15,1.30
.CLMT230217P16,1.65,0,1.50,1.70
.CLMT230217P17,1.86,0,2.00,2.20
.CLMT230217P18,5.52,0,2.55,2.80
.CLMT230217P19,2.95,0,3.10,3.40
.CLMT230217P20,3.60,0,3.80,4.10
.CLMT230217P21,4.20,0,4.60,4.90
.CLMT230217P22,4.50,0,5.40,5.70
.CLMT230217P25,11.90,0,8.10,8.40
.CLMT230217P35,17.40,0,17.90,18.30
.CLMT230120P3,.05,0,0,.35
.CLMT230120P5,.05,0,0,.10
.CLMT230120P7,.10,0,0,.10
.CLMT230120P8,.15,0,0,.15
.CLMT230120P9,.70,0,0,.75
.CLMT230120P10,.20,+.05,.10,.30
.CLMT230120P11,.25,+.05,.15,.30
.CLMT230120P12,.30,0,.25,.35
.CLMT230120P13,1.00,0,.35,.60
.CLMT230120P14,.59,-.33,.55,.70
.CLMT230120P15,1.05,0,.85,1.00
.CLMT230120P16,1.05,0,1.15,1.35
.CLMT230120P17,1.30,0,1.60,1.80
.CLMT230120P18,2.40,0,2.15,2.40
.CLMT230120P20,3.30,0,3.50,3.80
.CLMT230120P22,8.85,0,5.20,5.50
.CLMT221216P5,.05,0,0,.40
.CLMT221216P6,.05,0,0,.10
.CLMT221216P7,.05,0,0,.10
.CLMT221216P8,.05,0,0,.15
.CLMT221216P9,.10,+.05,.05,.10
.CLMT221216P11,.10,0,0,.25
.CLMT221216P12,.15,0,.05,.25
.CLMT221216P13,.27,0,.10,.30
.CLMT221216P14,.36,0,.20,.40
.CLMT221216P15,.43,-.02,.40,.50
.CLMT221216P16,.85,+.20,.65,.85
.CLMT221216P17,1.13,+.15,1.10,1.35
.CLMT221216P18,1.75,+.33,1.70,1.90
.CLMT221216P19,2.05,0,2.40,2.60
.CLMT221216P20,2.40,0,3.10,3.50
.CLMT221216P21,2.60,0,4.10,4.40
.CLMT221216P22,3.50,0,5.00,5.40
.CLMT221118P3,0,0,0,.05
.CLMT221118P5,.05,0,0,.20
.CLMT221118P6,.10,0,0,.25
.CLMT221118P7,0,0,0,.80
.CLMT221118P8,.05,0,0,.05
.CLMT221118P9,.05,0,0,.15
.CLMT221118P10,.05,0,0,.05
.CLMT221118P11,.14,0,0,.15
.CLMT221118P12,.25,0,0,.10
.CLMT221118P13,.50,0,0,.10
.CLMT221118P14,.20,0,0,.10
.CLMT221118P15,.20,0,0,.05
.CLMT221118P16,.06,0,0,.05
.CLMT221118P17,.10,-.12,0,.35
.CLMT221118P18,1.10,+.40,.90,1.20
.CLMT221118P19,2.20,+.25,1.90,2.20
.CLMT221118P20,2.95,0,2.90,3.20
.CLMT221118P21,3.80,0,3.90,4.30
.CLMT221118P22,4.84,0,4.80,5.30
.CLB230616P10,.35,0,.05,.75
.CLB230616P12.5,.55,0,.40,2.65
.CLB230616P15,1.30,0,.85,1.40
.CLB230317P10,.30,0,0,.30
.CLB230317P12.5,.36,0,.15,.45
.CLB230317P15,.65,0,.45,1.20
.CLB230317P17.5,1.14,0,1.00,1.50
.CLB230317P20,2.75,0,1.95,2.65
.CLB230317P22.5,3.04,0,3.10,3.80
.CLB230317P30,7.69,0,8.50,9.30
.CLB230317P35,17.95,0,13.00,13.80
.CLB221216P10,.27,0,0,.15
.CLB221216P12.5,.05,0,0,.15
.CLB221216P15,.15,0,0,.20
.CLB221216P17.5,.23,0,.10,.40
.CLB221216P20,.62,0,.60,.85
.CLB221216P22.5,1.35,0,1.65,2.00
.CLB221216P30,13.82,0,7.30,9.20
.CLB221118P10,.01,-.11,0,.35
.CLB221118P12.5,.02,-.06,0,.15
.CLB221118P15,.10,0,0,.15
.CLB221118P17.5,.23,0,0,.60
.CLB221118P20,.58,0,0,.05
.CLB221118P22.5,3.85,0,.55,1.10
.CLB221118P25,3.59,-2.41,2.90,4.30
.CIVI230421P45,2.45,0,1.60,4.40
.CIVI230421P50,.95,0,1.20,4.30
.CIVI230421P55,4.90,+1.40,3.50,5.60
.CIVI230421P60,5.99,0,5.30,7.60
.CIVI230421P70,10.38,0,10.60,12.90
.CIVI230421P75,13.50,0,13.50,17.30
.CIVI230421P85,20.40,0,21.00,24.90
.CIVI230421P95,27.99,0,29.50,33.70
.CIVI230120P35,.86,0,0,1.80
.CIVI230120P40,.26,0,.15,.65
.CIVI230120P45,1.89,0,.45,1.90
.CIVI230120P50,1.15,+.06,.40,1.25
.CIVI230120P55,1.75,0,1.75,2.10
.CIVI230120P60,3.50,+.50,3.00,4.50
.CIVI230120P65,5.50,+1.44,5.10,5.60
.CIVI230120P70,8.52,0,7.60,9.30
.CIVI230120P75,10.40,0,10.10,13.60
.CIVI230120P80,13.10,0,14.70,17.80
.CIVI221216P25,.05,0,0,.10
.CIVI221216P30,.15,0,0,.10
.CIVI221216P45,.93,+.78,.10,.95
.CIVI221216P50,.35,0,.25,1.20
.CIVI221216P55,.75,-.25,0,1.15
